,emin,emax,emin_real,emax_real,Asym,Asym_err,Asym_min,Asym_min_err
0,1.0,4,4.0,1.0,1.8608921567856165,0.05295429753992268,1.8608921567856165,0.05295429753992268
1,1.2,4,4.0,1.175,1.8696232635719185,0.0543311338683277,1.8696232635719185,0.0543311338683277
2,1.4,4,4.0,1.375,1.887104719320163,0.05166251440267017,1.887104719320163,0.05166251440267017
3,1.5999999999999999,4,4.0,1.5750000000000002,1.9116092225485257,0.0521388973318801,1.9116092225485257,0.0521388973318801
4,1.7999999999999998,4,4.0,1.7750000000000001,1.9423565844059023,0.06389205326736083,1.9423565844059023,0.06389205326736083
5,1.9999999999999998,4,4.0,1.975,1.9802670811970966,0.07643462575735492,1.9802670811970966,0.07643462575735492
6,2.1999999999999997,4,4.0,2.1750000000000003,1.9933805966237295,0.08783132728422832,1.9933805966237295,0.08783132728422832
7,2.3999999999999995,4,4.0,2.375,2.029161960483276,0.13058282515842115,2.029161960483276,0.13058282515842115
8,2.5999999999999996,4,4.0,2.575,2.0246424671317054,0.15913017783476374,2.0246424671317054,0.15913017783476374
9,2.8,4,4.0,2.7750000000000004,2.0759568762466762,0.22859680982123265,2.0759568762466762,0.22859680982123265
10,2.9999999999999996,4,4.0,2.975,2.117800379027462,0.26491371393818663,2.117800379027462,0.26491371393818663
11,3.1999999999999993,4,4.0,3.1750000000000003,2.169352010574194,0.3223167171108697,2.169352010574194,0.3223167171108697
12,3.3999999999999995,4,4.0,3.375,2.1794442455239547,0.47660365216886147,2.1794442455239547,0.47660365216886147
13,3.5999999999999996,4,4.0,3.575,2.2518049036307892,0.8016022141071432,2.2786118863990903,0.7290399118938392
14,3.7999999999999994,4,4.0,3.7750000000000004,2.3530318287460585,1.2062868351300966,2.637906789025173,1.532428422946769
